Name,First Name,Last Name,Number,City,Error,Timestamp
,,,,Rajkot,Protocol error (Runtime.callFunctionOn): Session closed. Most likely the page has been closed.,2025-04-18T06:59:16.963Z
,,,,Vadodara,Protocol error (Runtime.callFunctionOn): Session closed. Most likely the page has been closed.,2025-04-18T06:59:16.963Z
